Tiro aperto,"GENERALE
(si applica a tutte le manovre statiche non comprese nelle altre colonne)",INFLUENZA E INTERAZIONE,DISATTIVARE TRAPPOLE E SCASSINARE SERRATURE,LETTURA RUNE ED USO DI OGGETTI MAGICI,PERCEZIONE E SEGUIRE TRACCE
80,"SUCCESSO PARZIALE: se il successo parziale è possibile, riuscite ad eseguire il 20% della manovra statica. Per un'ora non potete tentare la stessa manovra statica nel medesimo luogo.",SUCCESSO PARZIALE: per lo meno continuano ad ascoltarvi. Potete ripetere in seguito la manovra.,"SUCCESSO PARZIALE: avete capito il funzionamento della serratura o della trappola e avete una vaga idea del modo in cui scassinarla o disattivarla. Aspettate 10 Minuti, poi ripetete il tentativo.","SUCCESSO PARZIALE: imparate quante e quali sono le abilità magiche della Runa o dell'oggetto. Prima di poterlo leggere/usare di nuovo, però, deve passare almeno una settimana.","SUCCESSO PARZIALE: raccogliete qualche informazione, ma siete ben consapevoli di aver tralasciato qualcosa. Per 1 ora non potete ripetere il tentativo nella stessa zona, perseguendo i medesimi scopi."
81,"SUCCESSO PARZIALE: se il successo parziale è possibile, riuscite ad eseguire il 20% della manovra statica. Per un'ora non potete tentare la stessa manovra statica nel medesimo luogo.",SUCCESSO PARZIALE: per lo meno continuano ad ascoltarvi. Potete ripetere in seguito la manovra.,"SUCCESSO PARZIALE: avete capito il funzionamento della serratura o della trappola e avete una vaga idea del modo in cui scassinarla o disattivarla. Aspettate 10 Minuti, poi ripetete il tentativo.","SUCCESSO PARZIALE: imparate quante e quali sono le abilità magiche della Runa o dell'oggetto. Prima di poterlo leggere/usare di nuovo, però, deve passare almeno una settimana.","SUCCESSO PARZIALE: raccogliete qualche informazione, ma siete ben consapevoli di aver tralasciato qualcosa. Per 1 ora non potete ripetere il tentativo nella stessa zona, perseguendo i medesimi scopi."
82,"SUCCESSO PARZIALE: se il successo parziale è possibile, riuscite ad eseguire il 20% della manovra statica. Per un'ora non potete tentare la stessa manovra statica nel medesimo luogo.",SUCCESSO PARZIALE: per lo meno continuano ad ascoltarvi. Potete ripetere in seguito la manovra.,"SUCCESSO PARZIALE: avete capito il funzionamento della serratura o della trappola e avete una vaga idea del modo in cui scassinarla o disattivarla. Aspettate 10 Minuti, poi ripetete il tentativo.","SUCCESSO PARZIALE: imparate quante e quali sono le abilità magiche della Runa o dell'oggetto. Prima di poterlo leggere/usare di nuovo, però, deve passare almeno una settimana.","SUCCESSO PARZIALE: raccogliete qualche informazione, ma siete ben consapevoli di aver tralasciato qualcosa. Per 1 ora non potete ripetere il tentativo nella stessa zona, perseguendo i medesimi scopi."
83,"SUCCESSO PARZIALE: se il successo parziale è possibile, riuscite ad eseguire il 20% della manovra statica. Per un'ora non potete tentare la stessa manovra statica nel medesimo luogo.",SUCCESSO PARZIALE: per lo meno continuano ad ascoltarvi. Potete ripetere in seguito la manovra.,"SUCCESSO PARZIALE: avete capito il funzionamento della serratura o della trappola e avete una vaga idea del modo in cui scassinarla o disattivarla. Aspettate 10 Minuti, poi ripetete il tentativo.","SUCCESSO PARZIALE: imparate quante e quali sono le abilità magiche della Runa o dell'oggetto. Prima di poterlo leggere/usare di nuovo, però, deve passare almeno una settimana.","SUCCESSO PARZIALE: raccogliete qualche informazione, ma siete ben consapevoli di aver tralasciato qualcosa. Per 1 ora non potete ripetere il tentativo nella stessa zona, perseguendo i medesimi scopi."
84,"SUCCESSO PARZIALE: se il successo parziale è possibile, riuscite ad eseguire il 20% della manovra statica. Per un'ora non potete tentare la stessa manovra statica nel medesimo luogo.",SUCCESSO PARZIALE: per lo meno continuano ad ascoltarvi. Potete ripetere in seguito la manovra.,"SUCCESSO PARZIALE: avete capito il funzionamento della serratura o della trappola e avete una vaga idea del modo in cui scassinarla o disattivarla. Aspettate 10 Minuti, poi ripetete il tentativo.","SUCCESSO PARZIALE: imparate quante e quali sono le abilità magiche della Runa o dell'oggetto. Prima di poterlo leggere/usare di nuovo, però, deve passare almeno una settimana.","SUCCESSO PARZIALE: raccogliete qualche informazione, ma siete ben consapevoli di aver tralasciato qualcosa. Per 1 ora non potete ripetere il tentativo nella stessa zona, perseguendo i medesimi scopi."
85,"SUCCESSO PARZIALE: se il successo parziale è possibile, riuscite ad eseguire il 20% della manovra statica. Per un'ora non potete tentare la stessa manovra statica nel medesimo luogo.",SUCCESSO PARZIALE: per lo meno continuano ad ascoltarvi. Potete ripetere in seguito la manovra.,"SUCCESSO PARZIALE: avete capito il funzionamento della serratura o della trappola e avete una vaga idea del modo in cui scassinarla o disattivarla. Aspettate 10 Minuti, poi ripetete il tentativo.","SUCCESSO PARZIALE: imparate quante e quali sono le abilità magiche della Runa o dell'oggetto. Prima di poterlo leggere/usare di nuovo, però, deve passare almeno una settimana.","SUCCESSO PARZIALE: raccogliete qualche informazione, ma siete ben consapevoli di aver tralasciato qualcosa. Per 1 ora non potete ripetere il tentativo nella stessa zona, perseguendo i medesimi scopi."
86,"SUCCESSO PARZIALE: se il successo parziale è possibile, riuscite ad eseguire il 20% della manovra statica. Per un'ora non potete tentare la stessa manovra statica nel medesimo luogo.",SUCCESSO PARZIALE: per lo meno continuano ad ascoltarvi. Potete ripetere in seguito la manovra.,"SUCCESSO PARZIALE: avete capito il funzionamento della serratura o della trappola e avete una vaga idea del modo in cui scassinarla o disattivarla. Aspettate 10 Minuti, poi ripetete il tentativo.","SUCCESSO PARZIALE: imparate quante e quali sono le abilità magiche della Runa o dell'oggetto. Prima di poterlo leggere/usare di nuovo, però, deve passare almeno una settimana.","SUCCESSO PARZIALE: raccogliete qualche informazione, ma siete ben consapevoli di aver tralasciato qualcosa. Per 1 ora non potete ripetere il tentativo nella stessa zona, perseguendo i medesimi scopi."
87,"SUCCESSO PARZIALE: se il successo parziale è possibile, riuscite ad eseguire il 20% della manovra statica. Per un'ora non potete tentare la stessa manovra statica nel medesimo luogo.",SUCCESSO PARZIALE: per lo meno continuano ad ascoltarvi. Potete ripetere in seguito la manovra.,"SUCCESSO PARZIALE: avete capito il funzionamento della serratura o della trappola e avete una vaga idea del modo in cui scassinarla o disattivarla. Aspettate 10 Minuti, poi ripetete il tentativo.","SUCCESSO PARZIALE: imparate quante e quali sono le abilità magiche della Runa o dell'oggetto. Prima di poterlo leggere/usare di nuovo, però, deve passare almeno una settimana.","SUCCESSO PARZIALE: raccogliete qualche informazione, ma siete ben consapevoli di aver tralasciato qualcosa. Per 1 ora non potete ripetere il tentativo nella stessa zona, perseguendo i medesimi scopi."
88,"SUCCESSO PARZIALE: se il successo parziale è possibile, riuscite ad eseguire il 20% della manovra statica. Per un'ora non potete tentare la stessa manovra statica nel medesimo luogo.",SUCCESSO PARZIALE: per lo meno continuano ad ascoltarvi. Potete ripetere in seguito la manovra.,"SUCCESSO PARZIALE: avete capito il funzionamento della serratura o della trappola e avete una vaga idea del modo in cui scassinarla o disattivarla. Aspettate 10 Minuti, poi ripetete il tentativo.","SUCCESSO PARZIALE: imparate quante e quali sono le abilità magiche della Runa o dell'oggetto. Prima di poterlo leggere/usare di nuovo, però, deve passare almeno una settimana.","SUCCESSO PARZIALE: raccogliete qualche informazione, ma siete ben consapevoli di aver tralasciato qualcosa. Per 1 ora non potete ripetere il tentativo nella stessa zona, perseguendo i medesimi scopi."
89,"SUCCESSO PARZIALE: se il successo parziale è possibile, riuscite ad eseguire il 20% della manovra statica. Per un'ora non potete tentare la stessa manovra statica nel medesimo luogo.",SUCCESSO PARZIALE: per lo meno continuano ad ascoltarvi. Potete ripetere in seguito la manovra.,"SUCCESSO PARZIALE: avete capito il funzionamento della serratura o della trappola e avete una vaga idea del modo in cui scassinarla o disattivarla. Aspettate 10 Minuti, poi ripetete il tentativo.","SUCCESSO PARZIALE: imparate quante e quali sono le abilità magiche della Runa o dell'oggetto. Prima di poterlo leggere/usare di nuovo, però, deve passare almeno una settimana.","SUCCESSO PARZIALE: raccogliete qualche informazione, ma siete ben consapevoli di aver tralasciato qualcosa. Per 1 ora non potete ripetere il tentativo nella stessa zona, perseguendo i medesimi scopi."
90,"SUCCESSO PARZIALE: se il successo parziale è possibile, riuscite ad eseguire il 20% della manovra statica. Per un'ora non potete tentare la stessa manovra statica nel medesimo luogo.",SUCCESSO PARZIALE: per lo meno continuano ad ascoltarvi. Potete ripetere in seguito la manovra.,"SUCCESSO PARZIALE: avete capito il funzionamento della serratura o della trappola e avete una vaga idea del modo in cui scassinarla o disattivarla. Aspettate 10 Minuti, poi ripetete il tentativo.","SUCCESSO PARZIALE: imparate quante e quali sono le abilità magiche della Runa o dell'oggetto. Prima di poterlo leggere/usare di nuovo, però, deve passare almeno una settimana.","SUCCESSO PARZIALE: raccogliete qualche informazione, ma siete ben consapevoli di aver tralasciato qualcosa. Per 1 ora non potete ripetere il tentativo nella stessa zona, perseguendo i medesimi scopi."
91,"QUASI SUCCESSO: se il successo parziale è possibile, eseguite il 50% della manovra statica. Potete tentare ancora dopo 3 round di riflessione.",QUASI SUCCESSO: continuate a parlare! Chi vi ascolta vi è sempre più favorevole. Modificate il prossimo tiro aggiungendo un bonus di +20.,"QUASI SUCCESSO: ce l'avete quasi fatta. Se riflettete sul tentativo per 2 round (senza fare nient'altro), potete ripeterlo con un bonus extra di +5.",QUASI SUCCESSO: imparate quante e quali sono le abilità della Runa o dell'oggetto. Se aspettate 24 ore potete ripetere il tentativo con un bonus di +10.,"QUASI SUCCESSO: raccogliete qualche informazione, ma siete consapevoli di aver tralasciato qualcosa. Pensateci su per 3 round e ritentate."
92,"QUASI SUCCESSO: se il successo parziale è possibile, eseguite il 50% della manovra statica. Potete tentare ancora dopo 3 round di riflessione.",QUASI SUCCESSO: continuate a parlare! Chi vi ascolta vi è sempre più favorevole. Modificate il prossimo tiro aggiungendo un bonus di +20.,"QUASI SUCCESSO: ce l'avete quasi fatta. Se riflettete sul tentativo per 2 round (senza fare nient'altro), potete ripeterlo con un bonus extra di +5.",QUASI SUCCESSO: imparate quante e quali sono le abilità della Runa o dell'oggetto. Se aspettate 24 ore potete ripetere il tentativo con un bonus di +10.,"QUASI SUCCESSO: raccogliete qualche informazione, ma siete consapevoli di aver tralasciato qualcosa. Pensateci su per 3 round e ritentate."
93,"QUASI SUCCESSO: se il successo parziale è possibile, eseguite il 50% della manovra statica. Potete tentare ancora dopo 3 round di riflessione.",QUASI SUCCESSO: continuate a parlare! Chi vi ascolta vi è sempre più favorevole. Modificate il prossimo tiro aggiungendo un bonus di +20.,"QUASI SUCCESSO: ce l'avete quasi fatta. Se riflettete sul tentativo per 2 round (senza fare nient'altro), potete ripeterlo con un bonus extra di +5.",QUASI SUCCESSO: imparate quante e quali sono le abilità della Runa o dell'oggetto. Se aspettate 24 ore potete ripetere il tentativo con un bonus di +10.,"QUASI SUCCESSO: raccogliete qualche informazione, ma siete consapevoli di aver tralasciato qualcosa. Pensateci su per 3 round e ritentate."
94,"QUASI SUCCESSO: se il successo parziale è possibile, eseguite il 50% della manovra statica. Potete tentare ancora dopo 3 round di riflessione.",QUASI SUCCESSO: continuate a parlare! Chi vi ascolta vi è sempre più favorevole. Modificate il prossimo tiro aggiungendo un bonus di +20.,"QUASI SUCCESSO: ce l'avete quasi fatta. Se riflettete sul tentativo per 2 round (senza fare nient'altro), potete ripeterlo con un bonus extra di +5.",QUASI SUCCESSO: imparate quante e quali sono le abilità della Runa o dell'oggetto. Se aspettate 24 ore potete ripetere il tentativo con un bonus di +10.,"QUASI SUCCESSO: raccogliete qualche informazione, ma siete consapevoli di aver tralasciato qualcosa. Pensateci su per 3 round e ritentate."
95,"QUASI SUCCESSO: se il successo parziale è possibile, eseguite il 50% della manovra statica. Potete tentare ancora dopo 3 round di riflessione.",QUASI SUCCESSO: continuate a parlare! Chi vi ascolta vi è sempre più favorevole. Modificate il prossimo tiro aggiungendo un bonus di +20.,"QUASI SUCCESSO: ce l'avete quasi fatta. Se riflettete sul tentativo per 2 round (senza fare nient'altro), potete ripeterlo con un bonus extra di +5.",QUASI SUCCESSO: imparate quante e quali sono le abilità della Runa o dell'oggetto. Se aspettate 24 ore potete ripetere il tentativo con un bonus di +10.,"QUASI SUCCESSO: raccogliete qualche informazione, ma siete consapevoli di aver tralasciato qualcosa. Pensateci su per 3 round e ritentate."
96,"QUASI SUCCESSO: se il successo parziale è possibile, eseguite il 50% della manovra statica. Potete tentare ancora dopo 3 round di riflessione.",QUASI SUCCESSO: continuate a parlare! Chi vi ascolta vi è sempre più favorevole. Modificate il prossimo tiro aggiungendo un bonus di +20.,"QUASI SUCCESSO: ce l'avete quasi fatta. Se riflettete sul tentativo per 2 round (senza fare nient'altro), potete ripeterlo con un bonus extra di +5.",QUASI SUCCESSO: imparate quante e quali sono le abilità della Runa o dell'oggetto. Se aspettate 24 ore potete ripetere il tentativo con un bonus di +10.,"QUASI SUCCESSO: raccogliete qualche informazione, ma siete consapevoli di aver tralasciato qualcosa. Pensateci su per 3 round e ritentate."
97,"QUASI SUCCESSO: se il successo parziale è possibile, eseguite il 50% della manovra statica. Potete tentare ancora dopo 3 round di riflessione.",QUASI SUCCESSO: continuate a parlare! Chi vi ascolta vi è sempre più favorevole. Modificate il prossimo tiro aggiungendo un bonus di +20.,"QUASI SUCCESSO: ce l'avete quasi fatta. Se riflettete sul tentativo per 2 round (senza fare nient'altro), potete ripeterlo con un bonus extra di +5.",QUASI SUCCESSO: imparate quante e quali sono le abilità della Runa o dell'oggetto. Se aspettate 24 ore potete ripetere il tentativo con un bonus di +10.,"QUASI SUCCESSO: raccogliete qualche informazione, ma siete consapevoli di aver tralasciato qualcosa. Pensateci su per 3 round e ritentate."
98,"QUASI SUCCESSO: se il successo parziale è possibile, eseguite il 50% della manovra statica. Potete tentare ancora dopo 3 round di riflessione.",QUASI SUCCESSO: continuate a parlare! Chi vi ascolta vi è sempre più favorevole. Modificate il prossimo tiro aggiungendo un bonus di +20.,"QUASI SUCCESSO: ce l'avete quasi fatta. Se riflettete sul tentativo per 2 round (senza fare nient'altro), potete ripeterlo con un bonus extra di +5.",QUASI SUCCESSO: imparate quante e quali sono le abilità della Runa o dell'oggetto. Se aspettate 24 ore potete ripetere il tentativo con un bonus di +10.,"QUASI SUCCESSO: raccogliete qualche informazione, ma siete consapevoli di aver tralasciato qualcosa. Pensateci su per 3 round e ritentate."
99,"QUASI SUCCESSO: se il successo parziale è possibile, eseguite il 50% della manovra statica. Potete tentare ancora dopo 3 round di riflessione.",QUASI SUCCESSO: continuate a parlare! Chi vi ascolta vi è sempre più favorevole. Modificate il prossimo tiro aggiungendo un bonus di +20.,"QUASI SUCCESSO: ce l'avete quasi fatta. Se riflettete sul tentativo per 2 round (senza fare nient'altro), potete ripeterlo con un bonus extra di +5.",QUASI SUCCESSO: imparate quante e quali sono le abilità della Runa o dell'oggetto. Se aspettate 24 ore potete ripetere il tentativo con un bonus di +10.,"QUASI SUCCESSO: raccogliete qualche informazione, ma siete consapevoli di aver tralasciato qualcosa. Pensateci su per 3 round e ritentate."
100,"QUASI SUCCESSO: se il successo parziale è possibile, eseguite il 50% della manovra statica. Potete tentare ancora dopo 3 round di riflessione.",QUASI SUCCESSO: continuate a parlare! Chi vi ascolta vi è sempre più favorevole. Modificate il prossimo tiro aggiungendo un bonus di +20.,"QUASI SUCCESSO: ce l'avete quasi fatta. Se riflettete sul tentativo per 2 round (senza fare nient'altro), potete ripeterlo con un bonus extra di +5.",QUASI SUCCESSO: imparate quante e quali sono le abilità della Runa o dell'oggetto. Se aspettate 24 ore potete ripetere il tentativo con un bonus di +10.,"QUASI SUCCESSO: raccogliete qualche informazione, ma siete consapevoli di aver tralasciato qualcosa. Pensateci su per 3 round e ritentate."
101,"QUASI SUCCESSO: se il successo parziale è possibile, eseguite il 50% della manovra statica. Potete tentare ancora dopo 3 round di riflessione.",QUASI SUCCESSO: continuate a parlare! Chi vi ascolta vi è sempre più favorevole. Modificate il prossimo tiro aggiungendo un bonus di +20.,"QUASI SUCCESSO: ce l'avete quasi fatta. Se riflettete sul tentativo per 2 round (senza fare nient'altro), potete ripeterlo con un bonus extra di +5.",QUASI SUCCESSO: imparate quante e quali sono le abilità della Runa o dell'oggetto. Se aspettate 24 ore potete ripetere il tentativo con un bonus di +10.,"QUASI SUCCESSO: raccogliete qualche informazione, ma siete consapevoli di aver tralasciato qualcosa. Pensateci su per 3 round e ritentate."
102,"QUASI SUCCESSO: se il successo parziale è possibile, eseguite il 50% della manovra statica. Potete tentare ancora dopo 3 round di riflessione.",QUASI SUCCESSO: continuate a parlare! Chi vi ascolta vi è sempre più favorevole. Modificate il prossimo tiro aggiungendo un bonus di +20.,"QUASI SUCCESSO: ce l'avete quasi fatta. Se riflettete sul tentativo per 2 round (senza fare nient'altro), potete ripeterlo con un bonus extra di +5.",QUASI SUCCESSO: imparate quante e quali sono le abilità della Runa o dell'oggetto. Se aspettate 24 ore potete ripetere il tentativo con un bonus di +10.,"QUASI SUCCESSO: raccogliete qualche informazione, ma siete consapevoli di aver tralasciato qualcosa. Pensateci su per 3 round e ritentate."
103,"QUASI SUCCESSO: se il successo parziale è possibile, eseguite il 50% della manovra statica. Potete tentare ancora dopo 3 round di riflessione.",QUASI SUCCESSO: continuate a parlare! Chi vi ascolta vi è sempre più favorevole. Modificate il prossimo tiro aggiungendo un bonus di +20.,"QUASI SUCCESSO: ce l'avete quasi fatta. Se riflettete sul tentativo per 2 round (senza fare nient'altro), potete ripeterlo con un bonus extra di +5.",QUASI SUCCESSO: imparate quante e quali sono le abilità della Runa o dell'oggetto. Se aspettate 24 ore potete ripetere il tentativo con un bonus di +10.,"QUASI SUCCESSO: raccogliete qualche informazione, ma siete consapevoli di aver tralasciato qualcosa. Pensateci su per 3 round e ritentate."
104,"QUASI SUCCESSO: se il successo parziale è possibile, eseguite il 50% della manovra statica. Potete tentare ancora dopo 3 round di riflessione.",QUASI SUCCESSO: continuate a parlare! Chi vi ascolta vi è sempre più favorevole. Modificate il prossimo tiro aggiungendo un bonus di +20.,"QUASI SUCCESSO: ce l'avete quasi fatta. Se riflettete sul tentativo per 2 round (senza fare nient'altro), potete ripeterlo con un bonus extra di +5.",QUASI SUCCESSO: imparate quante e quali sono le abilità della Runa o dell'oggetto. Se aspettate 24 ore potete ripetere il tentativo con un bonus di +10.,"QUASI SUCCESSO: raccogliete qualche informazione, ma siete consapevoli di aver tralasciato qualcosa. Pensateci su per 3 round e ritentate."
105,"QUASI SUCCESSO: se il successo parziale è possibile, eseguite il 50% della manovra statica. Potete tentare ancora dopo 3 round di riflessione.",QUASI SUCCESSO: continuate a parlare! Chi vi ascolta vi è sempre più favorevole. Modificate il prossimo tiro aggiungendo un bonus di +20.,"QUASI SUCCESSO: ce l'avete quasi fatta. Se riflettete sul tentativo per 2 round (senza fare nient'altro), potete ripeterlo con un bonus extra di +5.",QUASI SUCCESSO: imparate quante e quali sono le abilità della Runa o dell'oggetto. Se aspettate 24 ore potete ripetere il tentativo con un bonus di +10.,"QUASI SUCCESSO: raccogliete qualche informazione, ma siete consapevoli di aver tralasciato qualcosa. Pensateci su per 3 round e ritentate."
106,"QUASI SUCCESSO: se il successo parziale è possibile, eseguite il 50% della manovra statica. Potete tentare ancora dopo 3 round di riflessione.",QUASI SUCCESSO: continuate a parlare! Chi vi ascolta vi è sempre più favorevole. Modificate il prossimo tiro aggiungendo un bonus di +20.,"QUASI SUCCESSO: ce l'avete quasi fatta. Se riflettete sul tentativo per 2 round (senza fare nient'altro), potete ripeterlo con un bonus extra di +5.",QUASI SUCCESSO: imparate quante e quali sono le abilità della Runa o dell'oggetto. Se aspettate 24 ore potete ripetere il tentativo con un bonus di +10.,"QUASI SUCCESSO: raccogliete qualche informazione, ma siete consapevoli di aver tralasciato qualcosa. Pensateci su per 3 round e ritentate."
107,"QUASI SUCCESSO: se il successo parziale è possibile, eseguite il 50% della manovra statica. Potete tentare ancora dopo 3 round di riflessione.",QUASI SUCCESSO: continuate a parlare! Chi vi ascolta vi è sempre più favorevole. Modificate il prossimo tiro aggiungendo un bonus di +20.,"QUASI SUCCESSO: ce l'avete quasi fatta. Se riflettete sul tentativo per 2 round (senza fare nient'altro), potete ripeterlo con un bonus extra di +5.",QUASI SUCCESSO: imparate quante e quali sono le abilità della Runa o dell'oggetto. Se aspettate 24 ore potete ripetere il tentativo con un bonus di +10.,"QUASI SUCCESSO: raccogliete qualche informazione, ma siete consapevoli di aver tralasciato qualcosa. Pensateci su per 3 round e ritentate."
108,"QUASI SUCCESSO: se il successo parziale è possibile, eseguite il 50% della manovra statica. Potete tentare ancora dopo 3 round di riflessione.",QUASI SUCCESSO: continuate a parlare! Chi vi ascolta vi è sempre più favorevole. Modificate il prossimo tiro aggiungendo un bonus di +20.,"QUASI SUCCESSO: ce l'avete quasi fatta. Se riflettete sul tentativo per 2 round (senza fare nient'altro), potete ripeterlo con un bonus extra di +5.",QUASI SUCCESSO: imparate quante e quali sono le abilità della Runa o dell'oggetto. Se aspettate 24 ore potete ripetere il tentativo con un bonus di +10.,"QUASI SUCCESSO: raccogliete qualche informazione, ma siete consapevoli di aver tralasciato qualcosa. Pensateci su per 3 round e ritentate."
109,"QUASI SUCCESSO: se il successo parziale è possibile, eseguite il 50% della manovra statica. Potete tentare ancora dopo 3 round di riflessione.",QUASI SUCCESSO: continuate a parlare! Chi vi ascolta vi è sempre più favorevole. Modificate il prossimo tiro aggiungendo un bonus di +20.,"QUASI SUCCESSO: ce l'avete quasi fatta. Se riflettete sul tentativo per 2 round (senza fare nient'altro), potete ripeterlo con un bonus extra di +5.",QUASI SUCCESSO: imparate quante e quali sono le abilità della Runa o dell'oggetto. Se aspettate 24 ore potete ripetere il tentativo con un bonus di +10.,"QUASI SUCCESSO: raccogliete qualche informazione, ma siete consapevoli di aver tralasciato qualcosa. Pensateci su per 3 round e ritentate."
110,"QUASI SUCCESSO: se il successo parziale è possibile, eseguite il 50% della manovra statica. Potete tentare ancora dopo 3 round di riflessione.",QUASI SUCCESSO: continuate a parlare! Chi vi ascolta vi è sempre più favorevole. Modificate il prossimo tiro aggiungendo un bonus di +20.,"QUASI SUCCESSO: ce l'avete quasi fatta. Se riflettete sul tentativo per 2 round (senza fare nient'altro), potete ripeterlo con un bonus extra di +5.",QUASI SUCCESSO: imparate quante e quali sono le abilità della Runa o dell'oggetto. Se aspettate 24 ore potete ripetere il tentativo con un bonus di +10.,"QUASI SUCCESSO: raccogliete qualche informazione, ma siete consapevoli di aver tralasciato qualcosa. Pensateci su per 3 round e ritentate."
111,SUCCESSO: l'azione statica ha completo successo.,SUCCESSO: siete riusciti ad influenzare l'uditorio.,SUCCESSO: serratura aperta (o trappola disatavata). Bonus d i +50 ai successivi tentativi con le stesse serratute (o trappole).,SUCCESSO: imparate uno degli incantesimi o delle abilità magiche di un oggetto o di un foglio di carta Runica. Potete farne uso quando li impugnate (ricordate che ogni Runa può essere usata una sola volta.,SUCCESSO: raccogliete tutte le informazioni disponibili riguardo all'oggetto del Tiro Percezione.
112,SUCCESSO: l'azione statica ha completo successo.,SUCCESSO: siete riusciti ad influenzare l'uditorio.,SUCCESSO: serratura aperta (o trappola disatavata). Bonus d i +50 ai successivi tentativi con le stesse serratute (o trappole).,SUCCESSO: imparate uno degli incantesimi o delle abilità magiche di un oggetto o di un foglio di carta Runica. Potete farne uso quando li impugnate (ricordate che ogni Runa può essere usata una sola volta.,SUCCESSO: raccogliete tutte le informazioni disponibili riguardo all'oggetto del Tiro Percezione.
113,SUCCESSO: l'azione statica ha completo successo.,SUCCESSO: siete riusciti ad influenzare l'uditorio.,SUCCESSO: serratura aperta (o trappola disatavata). Bonus d i +50 ai successivi tentativi con le stesse serratute (o trappole).,SUCCESSO: imparate uno degli incantesimi o delle abilità magiche di un oggetto o di un foglio di carta Runica. Potete farne uso quando li impugnate (ricordate che ogni Runa può essere usata una sola volta.,SUCCESSO: raccogliete tutte le informazioni disponibili riguardo all'oggetto del Tiro Percezione.
114,SUCCESSO: l'azione statica ha completo successo.,SUCCESSO: siete riusciti ad influenzare l'uditorio.,SUCCESSO: serratura aperta (o trappola disatavata). Bonus d i +50 ai successivi tentativi con le stesse serratute (o trappole).,SUCCESSO: imparate uno degli incantesimi o delle abilità magiche di un oggetto o di un foglio di carta Runica. Potete farne uso quando li impugnate (ricordate che ogni Runa può essere usata una sola volta.,SUCCESSO: raccogliete tutte le informazioni disponibili riguardo all'oggetto del Tiro Percezione.
115,SUCCESSO: l'azione statica ha completo successo.,SUCCESSO: siete riusciti ad influenzare l'uditorio.,SUCCESSO: serratura aperta (o trappola disatavata). Bonus d i +50 ai successivi tentativi con le stesse serratute (o trappole).,SUCCESSO: imparate uno degli incantesimi o delle abilità magiche di un oggetto o di un foglio di carta Runica. Potete farne uso quando li impugnate (ricordate che ogni Runa può essere usata una sola volta.,SUCCESSO: raccogliete tutte le informazioni disponibili riguardo all'oggetto del Tiro Percezione.
116,SUCCESSO: l'azione statica ha completo successo.,SUCCESSO: siete riusciti ad influenzare l'uditorio.,SUCCESSO: serratura aperta (o trappola disatavata). Bonus d i +50 ai successivi tentativi con le stesse serratute (o trappole).,SUCCESSO: imparate uno degli incantesimi o delle abilità magiche di un oggetto o di un foglio di carta Runica. Potete farne uso quando li impugnate (ricordate che ogni Runa può essere usata una sola volta.,SUCCESSO: raccogliete tutte le informazioni disponibili riguardo all'oggetto del Tiro Percezione.
117,SUCCESSO: l'azione statica ha completo successo.,SUCCESSO: siete riusciti ad influenzare l'uditorio.,SUCCESSO: serratura aperta (o trappola disatavata). Bonus d i +50 ai successivi tentativi con le stesse serratute (o trappole).,SUCCESSO: imparate uno degli incantesimi o delle abilità magiche di un oggetto o di un foglio di carta Runica. Potete farne uso quando li impugnate (ricordate che ogni Runa può essere usata una sola volta.,SUCCESSO: raccogliete tutte le informazioni disponibili riguardo all'oggetto del Tiro Percezione.
118,SUCCESSO: l'azione statica ha completo successo.,SUCCESSO: siete riusciti ad influenzare l'uditorio.,SUCCESSO: serratura aperta (o trappola disatavata). Bonus d i +50 ai successivi tentativi con le stesse serratute (o trappole).,SUCCESSO: imparate uno degli incantesimi o delle abilità magiche di un oggetto o di un foglio di carta Runica. Potete farne uso quando li impugnate (ricordate che ogni Runa può essere usata una sola volta.,SUCCESSO: raccogliete tutte le informazioni disponibili riguardo all'oggetto del Tiro Percezione.
119,SUCCESSO: l'azione statica ha completo successo.,SUCCESSO: siete riusciti ad influenzare l'uditorio.,SUCCESSO: serratura aperta (o trappola disatavata). Bonus d i +50 ai successivi tentativi con le stesse serratute (o trappole).,SUCCESSO: imparate uno degli incantesimi o delle abilità magiche di un oggetto o di un foglio di carta Runica. Potete farne uso quando li impugnate (ricordate che ogni Runa può essere usata una sola volta.,SUCCESSO: raccogliete tutte le informazioni disponibili riguardo all'oggetto del Tiro Percezione.
120,SUCCESSO: l'azione statica ha completo successo.,SUCCESSO: siete riusciti ad influenzare l'uditorio.,SUCCESSO: serratura aperta (o trappola disatavata). Bonus d i +50 ai successivi tentativi con le stesse serratute (o trappole).,SUCCESSO: imparate uno degli incantesimi o delle abilità magiche di un oggetto o di un foglio di carta Runica. Potete farne uso quando li impugnate (ricordate che ogni Runa può essere usata una sola volta.,SUCCESSO: raccogliete tutte le informazioni disponibili riguardo all'oggetto del Tiro Percezione.
121,SUCCESSO: l'azione statica ha completo successo.,SUCCESSO: siete riusciti ad influenzare l'uditorio.,SUCCESSO: serratura aperta (o trappola disatavata). Bonus d i +50 ai successivi tentativi con le stesse serratute (o trappole).,SUCCESSO: imparate uno degli incantesimi o delle abilità magiche di un oggetto o di un foglio di carta Runica. Potete farne uso quando li impugnate (ricordate che ogni Runa può essere usata una sola volta.,SUCCESSO: raccogliete tutte le informazioni disponibili riguardo all'oggetto del Tiro Percezione.
